customer_id,scenario,split,age,tenure_days,monthly_charges,support_tickets,usage_score,service_count,customer_satisfaction,is_month_to_month,churn
healthy-00035,healthy,train,69,195,25.97,0,0.3163,3,0.6202,1,0
healthy-00036,healthy,train,21,802,85.12,4,0.6881,3,0.6983,0,0
healthy-00037,healthy,train,67,239,52.91,2,0.5497,2,0.508,0,1
healthy-00038,healthy,val,66,993,88.34,1,0.4535,1,0.8627,1,0
healthy-00039,healthy,train,34,404,64.05,2,0.4911,3,0.6783,0,0
healthy-00040,healthy,test,54,273,200.0,2,0.4119,1,1.0,0,1
healthy-00041,healthy,train,27,200,119.7,1,0.7278,1,0.524,0,1
healthy-00042,healthy,train,61,136,139.56,0,0.2664,3,0.9385,1,0
healthy-00043,healthy,val,58,88,28.67,1,0.3513,3,0.9087,0,0
healthy-00044,healthy,train,38,4,109.58,0,0.4842,4,0.6382,0,0
healthy-00045,healthy,test,21,124,73.6,1,0.8728,0,0.6407,0,1
healthy-00046,healthy,test,74,7,140.66,2,0.7609,2,0.5618,0,1
healthy-00047,healthy,train,43,100,103.09,1,0.2218,2,0.5635,0,1
healthy-00048,healthy,train,69,1322,78.1,1,0.8203,1,0.6999,0,0
healthy-00049,healthy,train,57,989,46.03,1,0.8199,3,0.7031,0,0
healthy-00050,healthy,val,63,961,84.44,1,0.3152,2,0.4596,0,1
healthy-00051,healthy,train,62,160,126.84,0,0.0457,2,1.0,0,0
healthy-00052,healthy,train,29,1193,144.0,3,0.5356,1,0.6611,1,1
healthy-00053,healthy,test,39,459,68.16,0,0.7745,3,0.7098,0,0
healthy-00054,healthy,test,45,17,197.16,1,0.8683,1,0.6061,1,1
healthy-00055,healthy,train,46,104,122.79,3,0.3758,0,0.6599,0,1
healthy-00056,healthy,train,20,432,53.39,2,0.9004,3,0.6463,0,0
healthy-00057,healthy,test,49,70,48.01,1,0.1044,1,0.6996,0,1
healthy-00058,healthy,test,26,47,75.57,2,0.4764,1,0.6978,1,1
healthy-00059,healthy,train,61,572,68.09,2,0.4666,2,0.8207,0,0
healthy-00060,healthy,train,57,2,97.36,1,0.7805,3,0.7341,1,1
healthy-00061,healthy,train,71,14,80.76,1,0.8097,0,0.8056,0,0
healthy-00062,healthy,train,61,780,70.56,2,0.7408,2,0.6985,0,0
healthy-00063,healthy,train,39,139,38.43,0,0.2799,0,0.7347,0,1
healthy-00064,healthy,train,74,1075,104.38,2,0.7225,2,0.6638,1,0
healthy-00065,healthy,train,41,615,36.89,0,0.6518,3,0.8505,0,0
healthy-00066,healthy,val,36,459,122.96,2,0.2158,3,0.7484,0,1
healthy-00067,healthy,val,70,171,30.29,0,0.1366,0,0.6763,0,1
healthy-00068,healthy,val,39,68,35.88,1,0.7576,3,0.6718,0,0
healthy-00069,healthy,train,22,31,53.28,0,0.514,3,0.6836,0,0
healthy-00070,healthy,train,45,573,65.5,0,0.293,4,0.7046,1,0
healthy-00071,healthy,train,64,42,59.74,2,0.5084,2,0.6915,1,1
healthy-00072,healthy,test,28,81,65.38,2,0.6228,2,0.6162,0,1
healthy-00073,healthy,val,44,307,89.08,2,0.5334,0,0.8147,0,0
healthy-00074,healthy,train,25,15,53.83,4,0.2396,3,0.8242,1,1
healthy-00075,healthy,train,57,431,89.42,2,0.9271,3,0.9676,0,0
healthy-00076,healthy,val,45,26,23.63,1,0.7508,1,0.6095,0,1
healthy-00077,healthy,test,37,81,52.93,1,0.4829,2,0.8,1,0
healthy-00078,healthy,train,31,32,35.04,3,0.491,4,0.4136,0,1
healthy-00079,healthy,test,50,934,122.37,1,0.6219,3,0.8244,0,0
healthy-00080,healthy,test,56,1434,57.01,3,0.3241,1,0.4815,0,1
healthy-00081,healthy,test,72,525,101.69,1,0.6145,4,0.5524,1,0
healthy-00082,healthy,test,43,469,32.07,1,0.2839,1,0.7498,0,0
healthy-00083,healthy,train,27,116,143.01,2,0.5359,0,0.6068,0,1
healthy-00084,healthy,train,66,451,82.74,2,0.3163,1,0.5862,0,1
healthy-00085,healthy,train,54,473,172.3,2,0.3264,2,0.6273,0,1
healthy-00086,healthy,train,58,571,78.77,0,0.8791,0,0.8094,0,0
healthy-00087,healthy,test,23,641,38.65,2,0.5618,1,0.5601,1,1
healthy-00088,healthy,train,36,663,50.01,0,0.5915,6,0.6919,0,0
healthy-00089,healthy,train,62,7,71.52,0,0.1477,4,0.6432,0,1
healthy-00090,healthy,val,66,470,50.87,1,0.4306,3,0.823,1,0
healthy-00091,healthy,val,43,391,117.35,0,0.6422,1,0.8272,1,0
healthy-00092,healthy,train,64,824,81.69,2,0.5888,4,0.4247,0,0
healthy-00093,healthy,train,66,50,51.16,0,0.1192,3,0.8568,0,0
healthy-00094,healthy,train,40,449,109.89,5,0.5914,0,0.6084,1,1
healthy-00095,healthy,train,70,256,67.45,2,0.6233,4,0.7354,1,0
healthy-00096,healthy,train,34,262,107.82,2,0.8068,7,0.5592,0,0
healthy-00097,healthy,test,31,65,62.8,2,0.419,1,0.7557,1,1
healthy-00098,healthy,train,57,577,98.77,2,0.1016,6,1.0,0,0
healthy-00099,healthy,test,54,283,66.42,3,0.3506,2,0.7191,0,1
healthy-00100,healthy,train,26,43,117.37,2,0.3306,2,0.631,0,1
healthy-00101,healthy,train,66,2600,32.41,0,0.6973,1,0.6652,0,0
healthy-00102,healthy,train,29,374,44.33,4,0.0067,3,0.4796,0,1
healthy-00103,healthy,train,64,204,74.29,2,0.4603,4,0.9173,0,0
healthy-00104,healthy,train,18,1304,58.14,0,0.8352,1,0.7469,0,0
healthy-00105,healthy,val,64,746,65.54,1,0.5514,1,0.5427,0,1
healthy-00106,healthy,train,63,618,103.5,2,0.7293,2,0.5476,0,1
healthy-00107,healthy,train,63,28,64.94,2,0.2216,1,0.7023,0,0
healthy-00108,healthy,test,56,449,90.76,0,0.2296,2,0.8398,0,0
healthy-00109,healthy,train,45,873,52.77,1,0.8374,4,0.5274,0,0
healthy-00110,healthy,train,58,274,29.06,2,0.5702,1,0.867,1,0
healthy-00111,healthy,train,34,584,107.54,3,0.5707,4,0.6863,0,0
healthy-00112,healthy,train,63,130,156.58,1,0.3264,2,0.5605,1,1
healthy-00113,healthy,val,50,59,86.8,0,0.5702,3,0.6298,0,0
healthy-00114,healthy,test,44,865,76.04,1,0.3208,4,0.9623,0,0
healthy-00115,healthy,test,47,218,82.96,0,0.7874,4,0.4918,1,0
healthy-00116,healthy,train,50,286,134.68,1,1.0,2,0.5902,0,0
healthy-00117,healthy,train,20,144,87.24,1,0.6468,5,0.8429,1,0
healthy-00118,healthy,train,26,276,109.73,1,0.423,1,0.7325,0,1
healthy-00119,healthy,train,32,139,107.7,3,0.0433,4,0.5813,0,1
healthy-00120,healthy,train,24,22,121.52,1,0.2131,5,0.8447,0,1
healthy-00121,healthy,train,43,797,75.33,0,0.861,4,0.8518,0,0
healthy-00122,healthy,train,56,74,62.43,1,0.3442,3,0.7497,0,0
healthy-00123,healthy,test,55,153,99.23,3,0.4758,2,0.6081,0,0
healthy-00124,healthy,train,45,777,117.92,1,0.6811,0,0.6313,0,0
healthy-00125,healthy,train,67,438,127.23,2,0.8465,2,0.7427,1,0
healthy-00126,healthy,train,50,348,141.62,2,0.5101,2,0.5032,0,1
healthy-00127,healthy,val,22,868,113.49,1,0.4691,2,0.8992,0,0
healthy-00128,healthy,train,62,71,60.93,0,0.5643,2,0.955,1,0
healthy-00129,healthy,train,51,267,86.76,1,0.4245,1,0.6646,0,0
healthy-00130,healthy,val,54,251,83.53,5,0.4352,2,0.7534,0,1
healthy-00131,healthy,train,50,1397,79.7,3,0.6324,3,0.8779,0,0
healthy-00132,healthy,train,50,690,99.31,2,0.5871,3,0.9933,1,0
healthy-00133,healthy,val,23,88,72.37,2,0.9763,0,0.9335,0,0
healthy-00134,healthy,val,50,66,72.42,2,0.6378,1,0.4397,0,1
healthy-00135,healthy,train,64,185,160.62,0,0.7802,3,0.6527,1,1
healthy-00136,healthy,test,35,87,77.02,0,0.3357,4,0.7751,0,0
healthy-00137,healthy,train,52,187,121.15,3,0.655,3,0.6259,0,1
healthy-00138,healthy,train,19,45,124.08,3,0.4054,2,0.9674,1,1
healthy-00139,healthy,train,38,359,87.77,0,0.6291,1,0.9444,0,0
healthy-00140,healthy,train,43,89,73.64,2,0.6877,1,0.5776,1,1
healthy-00141,healthy,train,74,97,53.73,1,0.56,2,0.6756,0,1
healthy-00142,healthy,test,30,1604,36.63,0,1.0,3,0.5876,0,0
healthy-00143,healthy,train,34,677,102.28,2,0.8356,3,0.6707,0,0
healthy-00144,healthy,train,41,856,93.71,2,0.7854,2,0.6662,0,0
healthy-00145,healthy,test,75,26,108.58,4,0.7029,3,0.8431,0,0
healthy-00146,healthy,train,67,122,64.18,0,0.9027,2,0.5667,1,0
healthy-00147,healthy,train,20,187,167.53,0,0.2626,3,0.3075,0,1
healthy-00148,healthy,train,31,699,97.18,2,0.8241,2,0.4593,1,1
healthy-00149,healthy,test,65,378,75.78,0,0.3518,1,0.5458,0,0
healthy-00150,healthy,train,21,2,28.16,1,0.4371,2,0.6016,1,1
healthy-00151,healthy,train,67,134,67.33,0,0.6623,3,0.7281,0,0
healthy-00152,healthy,train,34,675,110.73,4,0.7966,3,0.538,0,1
healthy-00153,healthy,train,71,2270,140.08,2,0.3193,1,0.5183,1,0
healthy-00154,healthy,test,35,169,80.88,3,0.4475,1,0.5606,1,1
healthy-00155,healthy,train,43,250,149.65,4,0.5695,1,0.5327,1,1
healthy-00156,healthy,train,56,372,51.91,4,0.5127,0,0.6168,1,1
healthy-00157,healthy,train,25,250,94.9,0,0.7208,0,0.6104,0,0
healthy-00158,healthy,train,50,665,96.03,0,1.0,0,0.8034,0,0
healthy-00159,healthy,train,47,885,102.63,3,0.6339,1,0.5516,0,1
healthy-00160,healthy,train,63,84,85.59,2,0.403,1,0.6464,1,1
healthy-00161,healthy,val,75,317,92.73,0,0.2907,2,0.6182,0,1
healthy-00162,healthy,train,56,44,51.35,1,0.4849,3,0.8213,0,0
healthy-00163,healthy,val,41,70,134.42,1,0.362,2,0.6769,1,1
healthy-00164,healthy,train,41,253,116.16,0,0.6435,3,0.8576,1,0
healthy-00165,healthy,test,42,147,91.21,0,0.6404,3,0.5271,0,1
healthy-00166,healthy,train,65,36,117.3,4,0.4574,5,0.6926,1,1
healthy-00167,healthy,test,36,299,136.22,1,0.947,3,0.6136,0,0
healthy-00168,healthy,train,27,536,102.01,2,0.4029,0,0.5161,0,1
healthy-00169,healthy,train,37,523,175.21,1,0.5261,2,0.6899,0,1
healthy-00170,healthy,train,19,151,105.55,1,0.6778,3,0.9599,1,0
healthy-00171,healthy,train,24,309,54.95,0,0.7284,2,0.5721,1,0
healthy-00172,healthy,train,23,88,89.28,3,0.8055,4,0.6809,0,0
healthy-00173,healthy,train,62,104,119.21,4,0.6357,1,0.5032,0,1
healthy-00174,healthy,train,59,155,136.28,4,0.7602,0,0.4811,1,1
healthy-00175,healthy,train,58,1138,86.35,2,0.417,1,0.5819,0,0
healthy-00176,healthy,test,44,214,53.02,0,0.7336,1,0.6325,1,0
healthy-00177,healthy,train,59,352,72.96,4,0.7309,0,0.6392,0,1
healthy-00178,healthy,train,27,306,42.73,1,0.8526,1,0.6661,0,0
healthy-00179,healthy,train,70,550,110.07,3,0.2163,2,0.4528,0,1
healthy-00180,healthy,train,47,1167,66.97,3,0.3686,3,0.6061,0,0
healthy-00181,healthy,train,72,169,58.79,2,0.7146,1,0.7753,0,0
healthy-00182,healthy,train,26,525,114.55,3,0.0197,3,0.4963,0,1
healthy-00183,healthy,val,46,161,148.38,1,0.6484,2,0.6467,1,1
healthy-00184,healthy,train,58,826,58.68,1,0.762,1,0.7439,0,0
healthy-00185,healthy,train,46,59,86.59,3,0.4347,1,0.5827,1,1
healthy-00186,healthy,train,43,58,74.27,1,0.464,3,0.7512,1,0
healthy-00187,healthy,train,27,299,138.92,1,0.3352,1,0.4718,0,1
healthy-00188,healthy,train,40,34,77.93,3,0.4457,4,0.8333,1,1
healthy-00189,healthy,val,31,129,50.8,1,0.4515,1,0.7549,1,0
healthy-00190,healthy,val,35,312,79.51,1,0.4134,1,0.7083,0,1
healthy-00191,healthy,test,57,121,126.76,2,0.4025,3,0.8687,1,1
healthy-00192,healthy,train,54,1057,72.41,0,0.4958,1,0.6506,0,0
healthy-00193,healthy,train,53,313,61.39,1,0.4934,1,0.6073,1,1
healthy-00194,healthy,train,38,258,76.44,1,0.9248,2,0.9059,0,0
healthy-00195,healthy,val,73,297,51.53,3,0.4712,1,0.9761,0,0
healthy-00196,healthy,train,23,507,74.23,0,0.6188,0,0.596,1,0
healthy-00197,healthy,train,37,144,63.42,3,0.4346,1,0.6829,0,1
healthy-00198,healthy,train,24,564,188.77,1,0.4321,1,0.8568,1,0
healthy-00199,healthy,train,37,1019,31.4,3,0.2091,3,0.6883,1,1
healthy-00200,healthy,train,73,816,54.85,1,0.2357,0,0.7892,1,0
healthy-00201,healthy,train,39,289,61.36,0,0.3086,1,0.8171,1,1
healthy-00202,healthy,train,70,97,51.68,3,0.5867,1,0.6157,1,1
healthy-00203,healthy,train,46,131,95.29,2,0.7652,1,0.7629,0,0
healthy-00204,healthy,train,58,643,58.21,0,0.1927,2,0.6991,0,0
healthy-00205,healthy,train,44,369,40.61,1,0.4402,0,0.5175,0,1
healthy-00206,healthy,train,33,157,83.36,0,0.2766,1,0.5516,0,1
healthy-00207,healthy,train,62,12,70.63,0,0.4971,0,0.6021,0,1
healthy-00208,healthy,train,74,787,59.42,0,0.7652,1,0.8393,1,0
healthy-00209,healthy,train,33,66,137.46,2,0.4606,0,0.8442,1,1
healthy-00210,healthy,train,63,239,96.63,1,0.5405,2,0.8125,0,0
healthy-00211,healthy,train,33,125,92.15,1,0.841,4,0.766,0,0
healthy-00212,healthy,train,59,167,97.52,3,0.6416,2,0.7619,1,1
healthy-00213,healthy,train,63,32,95.45,1,0.398,1,0.7416,1,1
healthy-00214,healthy,train,44,133,72.18,1,0.5818,5,0.7611,0,0
healthy-00215,healthy,train,60,1002,58.49,4,0.3845,6,0.7713,0,0
healthy-00216,healthy,train,33,241,84.13,1,0.6341,1,0.4893,0,0
healthy-00217,healthy,train,22,233,71.61,2,0.6531,1,0.5815,0,1
healthy-00218,healthy,test,23,354,31.19,1,0.2766,2,0.5457,0,1
healthy-00219,healthy,val,43,174,49.67,0,0.585,0,0.8661,1,0
healthy-00220,healthy,train,70,158,67.76,3,0.5265,1,0.9481,0,0
healthy-00221,healthy,train,25,7,115.58,1,0.6589,0,0.3746,0,1
healthy-00222,healthy,val,44,626,84.29,0,0.7163,2,0.9347,0,0
healthy-00223,healthy,val,58,484,53.93,1,0.6455,3,0.713,0,0
healthy-00224,healthy,train,29,202,47.74,1,0.4894,2,0.8519,1,0
healthy-00225,healthy,train,59,393,125.79,1,0.7367,5,0.776,1,1
healthy-00226,healthy,train,35,203,73.6,3,0.3754,0,0.9161,1,1
healthy-00227,healthy,val,64,49,17.08,1,0.2859,0,0.7315,1,1
healthy-00228,healthy,train,51,62,75.62,2,0.0,1,0.4955,1,1
healthy-00229,healthy,train,49,1335,105.29,0,0.536,1,0.6841,0,0
healthy-00230,healthy,train,28,507,47.08,3,0.3857,1,0.7773,0,0
healthy-00231,healthy,test,44,178,81.61,2,0.6296,1,0.6676,0,0
healthy-00232,healthy,train,67,566,84.85,1,0.1558,3,0.7987,0,0
healthy-00233,healthy,val,19,290,48.36,1,0.4206,2,0.6901,0,0
healthy-00234,healthy,train,61,617,130.55,2,0.6441,1,0.6107,0,0
healthy-00235,healthy,train,46,439,85.47,2,0.344,1,0.5371,1,1
healthy-00236,healthy,val,59,564,67.61,1,0.6319,1,0.6412,1,0
healthy-00237,healthy,train,56,2,73.82,1,0.4386,2,0.7307,1,1
healthy-00238,healthy,train,43,1722,44.21,2,0.5434,3,0.4061,0,0
healthy-00239,healthy,train,35,19,43.37,1,0.669,2,0.583,1,1
healthy-00240,healthy,train,54,199,64.9,1,0.7406,3,0.4005,1,1
healthy-00241,healthy,val,26,52,66.65,2,0.5685,1,0.6074,0,1
healthy-00242,healthy,val,51,86,71.75,0,0.3872,1,0.8796,0,0
healthy-00243,healthy,test,23,210,135.36,1,0.4584,0,0.5221,0,1
healthy-00244,healthy,train,55,176,102.93,0,0.6774,3,0.8055,0,0
healthy-00245,healthy,train,54,1155,33.64,0,0.3457,1,1.0,0,0
healthy-00246,healthy,train,22,194,124.62,1,0.5144,2,0.918,0,0
healthy-00247,healthy,val,61,1203,64.68,1,0.4728,1,0.72,1,0
healthy-00248,healthy,train,42,349,107.04,1,0.5293,1,0.8288,0,1
healthy-00249,healthy,train,63,199,66.92,2,0.3481,1,0.4945,0,1
healthy-00250,healthy,train,20,365,83.19,0,0.1796,3,0.464,1,1
healthy-00251,healthy,train,28,346,45.74,3,0.6541,3,0.7043,0,0
healthy-00252,healthy,train,46,119,90.9,2,0.7428,3,0.7598,0,0
healthy-00253,healthy,train,28,116,112.09,2,0.1916,1,0.8642,0,0
healthy-00254,healthy,train,37,917,36.73,2,0.6238,2,0.6147,0,0
healthy-00255,healthy,train,56,31,112.81,1,0.7666,1,0.729,1,1
healthy-00256,healthy,train,26,289,58.38,2,0.6692,1,0.7239,1,1
healthy-00257,healthy,val,57,1221,153.25,0,0.4667,5,0.6803,1,0
healthy-00258,healthy,train,23,152,107.86,4,0.3613,3,0.6891,0,1
healthy-00259,healthy,val,28,672,100.15,4,0.5662,1,0.5718,0,1
healthy-00260,healthy,train,52,148,74.0,0,0.5996,0,0.742,0,0
healthy-00261,healthy,val,64,1250,200.0,1,0.5692,2,0.7293,0,0
healthy-00262,healthy,train,27,60,64.86,0,0.514,0,0.634,0,1
healthy-00263,healthy,val,35,211,50.19,3,0.3335,1,0.7999,1,1
healthy-00264,healthy,train,71,287,59.28,3,0.6345,0,0.8542,1,1
healthy-00265,healthy,train,75,547,120.43,1,0.6442,4,0.8016,0,0
healthy-00266,healthy,train,51,343,82.52,0,0.5902,3,0.5436,0,0
healthy-00267,healthy,val,43,614,77.47,0,0.5722,1,0.7149,1,0
healthy-00268,healthy,test,38,61,65.28,5,0.8858,0,0.5633,0,1
healthy-00269,healthy,train,53,638,75.77,3,0.4251,1,0.7145,0,1
healthy-00270,healthy,val,52,983,63.34,0,0.8063,3,0.5639,1,0
healthy-00271,healthy,train,35,573,104.05,1,0.4032,3,0.8916,0,0
healthy-00272,healthy,train,19,154,71.06,1,0.7718,1,0.8175,0,1
healthy-00273,healthy,train,26,91,59.76,0,0.7967,1,0.8729,0,0
healthy-00274,healthy,train,73,126,116.24,0,0.4914,1,0.8578,1,1
healthy-00275,healthy,val,42,51,50.9,4,0.8822,3,0.6594,1,1
healthy-00276,healthy,train,45,437,83.01,1,0.6438,3,0.6362,1,0
healthy-00277,healthy,train,45,319,31.09,0,0.3745,3,0.9613,0,0
healthy-00278,healthy,train,63,319,41.74,3,0.4752,0,0.6752,0,1
healthy-00279,healthy,train,21,387,67.8,1,0.7766,0,0.4968,0,0
healthy-00280,healthy,train,22,916,62.84,1,0.7346,0,0.8511,0,0
healthy-00281,healthy,train,33,27,62.8,2,0.3384,0,0.7216,1,1
healthy-00282,healthy,test,46,203,108.27,1,0.5221,1,0.9259,0,0
healthy-00283,healthy,train,56,99,110.88,0,0.5907,4,0.7364,1,1
healthy-00284,healthy,train,46,496,89.72,0,0.4485,2,0.697,1,1
healthy-00285,healthy,train,43,849,49.69,4,1.0,4,0.9289,0,0
healthy-00286,healthy,train,72,135,75.52,0,0.5967,0,0.4692,0,1
healthy-00287,healthy,train,27,250,162.31,1,0.5376,0,0.6122,0,1
healthy-00288,healthy,train,51,19,194.85,2,0.7882,1,0.5669,0,1
healthy-00289,healthy,train,49,253,116.71,1,0.477,1,0.3707,1,1
healthy-00290,healthy,val,45,147,50.56,1,0.7515,3,0.831,1,0
healthy-00291,healthy,train,64,387,75.8,0,0.2165,3,0.6164,1,1
healthy-00292,healthy,test,33,267,87.27,0,0.4593,2,0.8358,0,0
healthy-00293,healthy,val,73,645,81.87,3,0.7598,2,0.7584,0,0
healthy-00294,healthy,train,37,221,121.75,0,0.864,2,0.7911,1,0
healthy-00295,healthy,train,49,254,106.31,1,0.3953,1,0.6317,0,1
healthy-00296,healthy,val,48,748,49.35,0,0.372,2,0.5854,0,0
healthy-00297,healthy,train,67,231,60.39,1,0.6635,2,0.7135,0,0
healthy-00298,healthy,train,43,395,116.51,0,0.4254,1,0.8379,0,0
healthy-00299,healthy,train,34,101,137.21,2,0.4963,2,0.6924,1,1
healthy-00300,healthy,train,19,568,87.72,2,0.7253,4,0.5947,0,0
healthy-00301,healthy,test,39,413,144.27,0,0.4412,0,0.5201,0,1
healthy-00302,healthy,val,65,429,83.61,3,0.1569,1,0.7306,1,1
healthy-00303,healthy,train,18,451,53.22,0,0.2898,1,0.6169,1,1
healthy-00304,healthy,train,69,376,102.35,2,0.552,1,0.6892,0,1
healthy-00305,healthy,train,49,32,200.0,1,0.1773,2,0.6642,0,1
healthy-00306,healthy,train,26,146,44.37,5,0.4906,2,0.6333,1,1
healthy-00307,healthy,test,35,838,141.99,1,0.2716,3,0.7441,0,0
healthy-00308,healthy,train,50,700,99.97,0,0.878,1,0.7832,0,0
healthy-00309,healthy,val,36,687,58.83,1,0.983,2,0.9948,1,0
healthy-00310,healthy,test,24,1173,31.45,3,0.3384,2,0.8137,1,0
healthy-00311,healthy,train,56,335,25.6,0,0.6014,5,0.9391,0,0
healthy-00312,healthy,train,56,310,62.74,1,0.3579,1,0.5772,0,1
healthy-00313,healthy,train,24,277,93.29,0,0.4881,3,0.4599,1,1
healthy-00314,healthy,train,34,26,113.0,2,0.9107,5,0.6978,0,0
healthy-00315,healthy,train,32,294,123.75,0,0.4567,0,0.8287,0,0
healthy-00316,healthy,train,56,531,89.88,1,0.4928,1,0.8052,0,0
healthy-00317,healthy,train,60,132,84.15,0,0.3615,4,0.8817,1,0
healthy-00318,healthy,train,60,894,68.76,1,0.7792,4,0.3195,1,1
healthy-00319,healthy,train,72,402,94.23,1,0.0,0,0.8879,1,1
healthy-00320,healthy,train,62,478,59.22,1,0.4614,1,0.7503,0,0
healthy-00321,healthy,val,36,375,45.45,1,0.5408,3,0.4684,0,0
healthy-00322,healthy,train,24,682,81.98,1,0.4178,1,0.8085,0,0
healthy-00323,healthy,test,53,247,109.45,0,0.7227,2,0.7254,1,0
healthy-00324,healthy,train,71,312,41.09,1,0.7904,1,0.7572,0,0
healthy-00325,healthy,train,74,109,62.75,0,0.2676,2,0.8499,0,0
healthy-00326,healthy,train,31,289,80.71,0,0.9687,0,0.7645,0,0
healthy-00327,healthy,test,31,108,80.0,3,0.2653,2,0.4791,1,1
healthy-00328,healthy,train,20,722,98.87,2,0.8077,0,0.6785,0,1
healthy-00329,healthy,train,26,340,160.35,2,0.58,0,0.4574,1,1
healthy-00330,healthy,test,50,335,25.73,1,0.4493,1,0.7974,1,0
healthy-00331,healthy,test,49,640,163.39,0,0.4681,2,0.9097,0,0
healthy-00332,healthy,val,39,99,157.33,1,0.5433,1,0.5138,1,1
healthy-00333,healthy,test,35,103,113.78,0,0.5917,1,0.5993,1,1
healthy-00334,healthy,val,66,1233,87.05,3,0.366,2,0.5676,0,1
healthy-00335,healthy,train,44,367,59.74,3,0.5032,3,0.6319,1,1
healthy-00336,healthy,train,64,339,113.21,1,0.3959,4,0.7619,0,1
healthy-00337,healthy,train,73,6,88.92,3,0.307,1,0.6335,0,1
healthy-00338,healthy,train,36,198,69.39,1,0.3865,4,0.7979,0,0
healthy-00339,healthy,train,29,923,111.99,3,0.32,2,0.8598,1,0
healthy-00340,healthy,train,73,668,120.0,1,0.466,3,0.8653,0,0
healthy-00341,healthy,train,54,204,18.58,3,0.6365,2,0.5323,0,1
healthy-00342,healthy,train,34,422,136.77,2,0.5741,3,0.9079,1,1
healthy-00343,healthy,train,54,186,56.85,3,0.9449,1,0.9199,0,1
healthy-00344,healthy,train,47,241,129.41,0,0.1079,2,0.9329,0,1
healthy-00345,healthy,test,70,173,69.95,1,0.6439,2,0.6763,1,1
healthy-00346,healthy,train,32,98,87.15,2,0.5513,1,0.5872,1,1
healthy-00347,healthy,val,75,315,94.26,3,0.7131,3,0.5524,0,1
healthy-00348,healthy,train,72,269,125.03,1,0.6933,3,0.5347,0,1
healthy-00349,healthy,train,28,1229,107.24,0,0.517,3,0.7018,0,0
healthy-00350,healthy,train,27,46,68.89,2,0.5845,1,0.8272,1,1
healthy-00351,healthy,val,48,239,27.44,0,0.4012,3,0.896,1,0
healthy-00352,healthy,train,20,577,98.39,1,0.6727,5,0.6272,0,0
healthy-00353,healthy,val,35,291,85.64,2,0.1742,2,0.6942,0,1
healthy-00354,healthy,train,43,1060,44.11,1,0.7054,2,0.6844,1,0
healthy-00355,healthy,train,74,194,89.92,2,0.5454,1,0.6047,0,1
healthy-00356,healthy,test,75,66,80.28,1,0.4526,5,0.8104,1,0
healthy-00357,healthy,train,26,860,136.21,0,0.5035,2,0.7544,1,0
