customer_id,scenario,split,age,tenure_days,monthly_charges,support_tickets,usage_score,service_count,customer_satisfaction,is_month_to_month,churn
feature_drift-00047,feature_drift,test,58,949,47.82,1,0.2506,1,0.3293,0,1
feature_drift-00048,feature_drift,train,72,707,44.39,2,0.3422,1,0.1908,1,1
feature_drift-00049,feature_drift,train,72,138,104.63,1,0.1745,3,0.1043,0,1
feature_drift-00050,feature_drift,val,75,348,91.71,1,0.4333,1,0.2564,0,1
feature_drift-00051,feature_drift,train,20,81,80.41,1,0.2305,0,0.6289,0,1
feature_drift-00052,feature_drift,val,19,112,34.83,0,0.1265,4,0.341,0,1
feature_drift-00053,feature_drift,train,51,1615,130.13,0,0.5974,1,0.4993,0,0
feature_drift-00054,feature_drift,train,24,219,58.41,1,0.2947,1,0.3554,0,1
feature_drift-00055,feature_drift,train,68,848,40.02,1,0.1422,0,0.2362,1,1
feature_drift-00056,feature_drift,train,62,195,62.42,2,0.1803,2,0.3754,0,1
feature_drift-00057,feature_drift,train,25,1228,52.24,1,0.1935,2,0.1968,0,1
feature_drift-00058,feature_drift,train,25,785,69.85,0,0.3225,1,0.4602,1,1
feature_drift-00059,feature_drift,val,24,223,71.29,0,0.2236,1,0.4041,1,1
feature_drift-00060,feature_drift,train,37,345,105.13,2,0.2123,1,0.3906,0,1
feature_drift-00061,feature_drift,test,67,342,90.4,0,0.1234,0,0.3655,1,1
feature_drift-00062,feature_drift,train,35,15,37.7,0,0.1858,4,0.5727,0,1
feature_drift-00063,feature_drift,train,58,97,75.61,2,0.0,0,0.5884,0,1
feature_drift-00064,feature_drift,train,49,234,75.24,0,0.3779,1,0.0,1,1
feature_drift-00065,feature_drift,train,52,127,98.7,4,0.1257,2,0.3683,1,1
feature_drift-00066,feature_drift,val,20,67,55.76,2,0.5229,2,0.4393,1,1
feature_drift-00067,feature_drift,train,57,270,83.3,2,0.3712,4,0.4165,1,1
feature_drift-00068,feature_drift,val,44,197,51.69,0,0.4027,0,0.6659,1,1
feature_drift-00069,feature_drift,val,26,183,56.7,4,0.3567,3,0.4163,0,1
feature_drift-00070,feature_drift,train,50,715,83.2,1,0.2974,2,0.2205,0,1
feature_drift-00071,feature_drift,train,53,291,85.51,2,0.2167,1,0.6626,0,1
feature_drift-00072,feature_drift,train,24,242,57.6,2,0.1405,3,0.3172,0,1
feature_drift-00073,feature_drift,train,47,30,63.27,1,0.0,1,0.3673,0,1
feature_drift-00074,feature_drift,test,37,849,89.56,1,0.5967,0,0.291,0,1
feature_drift-00075,feature_drift,val,61,177,140.57,0,0.2367,2,0.4715,1,1
feature_drift-00076,feature_drift,train,47,406,73.73,0,0.2915,1,0.5346,0,1
feature_drift-00077,feature_drift,val,19,308,120.2,0,0.1701,1,0.1859,0,1
feature_drift-00078,feature_drift,val,35,884,79.52,2,0.0,1,0.6197,0,1
feature_drift-00079,feature_drift,train,50,174,67.3,1,0.353,3,0.3838,0,1
feature_drift-00080,feature_drift,train,42,319,70.17,2,0.3544,3,0.5325,1,1
feature_drift-00081,feature_drift,train,33,37,102.02,3,0.449,0,0.4635,0,1
feature_drift-00082,feature_drift,test,42,777,46.88,2,0.4284,2,0.2957,1,1
feature_drift-00083,feature_drift,val,37,44,87.77,0,0.3785,1,0.4546,0,1
feature_drift-00084,feature_drift,val,23,29,36.7,3,0.3384,4,0.5979,1,1
feature_drift-00085,feature_drift,train,58,603,89.07,3,0.0281,1,0.368,0,1
feature_drift-00086,feature_drift,train,52,666,117.82,1,0.3244,2,0.4744,0,1
feature_drift-00087,feature_drift,train,48,168,37.83,3,0.0825,0,0.4919,1,1
feature_drift-00088,feature_drift,train,22,232,58.4,1,0.5355,3,0.4438,1,1
feature_drift-00089,feature_drift,train,56,390,139.79,1,0.2585,1,0.2801,0,1
feature_drift-00090,feature_drift,train,51,458,127.02,3,0.243,2,0.4186,0,1
feature_drift-00091,feature_drift,val,64,692,83.25,4,0.0651,1,0.3367,1,1
feature_drift-00092,feature_drift,test,22,1425,62.44,0,0.2492,1,0.3972,1,1
feature_drift-00093,feature_drift,train,36,183,66.68,2,0.3792,3,0.5684,1,1
feature_drift-00094,feature_drift,val,49,552,102.17,0,0.1718,1,0.542,0,1
feature_drift-00095,feature_drift,val,25,308,141.37,5,0.0655,2,0.3111,0,1
feature_drift-00096,feature_drift,train,67,342,151.15,1,0.116,2,0.1999,1,1
feature_drift-00097,feature_drift,train,32,397,98.09,0,0.0915,3,0.0,0,1
feature_drift-00098,feature_drift,train,34,25,42.67,0,0.3395,3,0.034,1,1
feature_drift-00099,feature_drift,train,40,98,77.55,5,0.5357,2,0.309,0,1
feature_drift-00100,feature_drift,train,22,818,46.16,1,0.2562,2,0.6762,1,0
feature_drift-00101,feature_drift,val,28,29,87.83,1,0.083,3,0.1686,0,1
feature_drift-00102,feature_drift,train,36,83,26.57,1,0.429,2,0.4927,0,1
feature_drift-00103,feature_drift,train,29,1206,98.34,2,0.029,3,0.4014,1,1
feature_drift-00104,feature_drift,train,42,8,61.15,0,0.4243,5,0.6653,0,0
feature_drift-00105,feature_drift,train,55,333,120.65,0,0.1894,2,0.5777,1,1
feature_drift-00106,feature_drift,test,53,102,66.12,4,0.2659,3,0.5502,1,1
feature_drift-00107,feature_drift,train,68,84,158.01,0,0.0671,2,0.261,0,1
feature_drift-00108,feature_drift,train,26,30,111.37,2,0.0,1,0.7775,0,1
feature_drift-00109,feature_drift,train,55,165,69.05,0,0.1522,0,0.3045,1,1
feature_drift-00110,feature_drift,train,18,20,77.94,1,0.047,3,0.1849,0,1
feature_drift-00111,feature_drift,train,18,12,55.49,0,0.0987,1,0.4264,1,1
feature_drift-00112,feature_drift,test,66,354,126.81,1,0.1476,2,0.2028,0,1
feature_drift-00113,feature_drift,train,39,219,83.28,2,0.3718,1,0.4846,0,1
feature_drift-00114,feature_drift,val,44,144,120.82,3,0.4016,2,0.7965,1,1
feature_drift-00115,feature_drift,train,68,164,69.42,3,0.3528,1,0.3424,1,1
feature_drift-00116,feature_drift,train,51,246,134.05,2,0.1706,1,0.114,0,1
feature_drift-00117,feature_drift,train,58,13,71.38,3,0.087,2,0.6768,0,1
feature_drift-00118,feature_drift,train,64,185,41.41,4,0.1836,3,0.6365,1,1
feature_drift-00119,feature_drift,train,56,129,72.43,2,0.5691,1,0.3881,1,1
feature_drift-00120,feature_drift,train,62,1116,76.61,0,0.6312,1,0.4627,0,0
feature_drift-00121,feature_drift,test,25,812,68.54,1,0.2834,3,0.6998,1,0
feature_drift-00122,feature_drift,train,67,230,46.89,2,0.1277,5,0.5378,0,1
feature_drift-00123,feature_drift,train,42,355,15.0,2,0.3,1,0.6677,0,1
feature_drift-00124,feature_drift,train,36,838,79.12,0,0.4136,1,0.7229,1,0
feature_drift-00125,feature_drift,train,27,33,101.57,2,0.0108,0,0.2483,1,1
feature_drift-00126,feature_drift,train,29,30,71.72,2,0.1484,0,0.524,0,1
feature_drift-00127,feature_drift,train,26,743,100.87,1,0.3717,3,0.547,0,0
feature_drift-00128,feature_drift,train,18,1482,105.91,1,0.3507,1,0.3905,1,1
feature_drift-00129,feature_drift,val,34,42,100.25,3,0.2623,2,0.2657,0,1
feature_drift-00130,feature_drift,train,40,396,47.05,1,0.2052,1,0.4973,0,1
feature_drift-00131,feature_drift,train,72,26,48.36,0,0.0,1,0.4853,0,1
feature_drift-00132,feature_drift,train,53,335,108.03,2,0.4179,3,0.6767,0,0
feature_drift-00133,feature_drift,train,62,119,61.33,0,0.0771,2,0.1298,0,1
feature_drift-00134,feature_drift,train,50,94,93.23,1,0.31,3,0.73,0,1
feature_drift-00135,feature_drift,val,64,620,34.67,1,0.2127,2,0.3241,0,1
feature_drift-00136,feature_drift,train,68,152,119.92,2,0.15,3,0.0447,1,1
feature_drift-00137,feature_drift,train,70,184,92.62,1,0.3372,3,0.4504,0,1
feature_drift-00138,feature_drift,train,66,809,91.35,1,0.3836,0,0.1419,1,1
feature_drift-00139,feature_drift,train,58,69,94.93,0,0.391,4,0.335,0,1
feature_drift-00140,feature_drift,train,46,248,120.53,2,0.384,2,0.386,1,1
feature_drift-00141,feature_drift,train,27,1890,58.73,1,0.382,3,0.5362,1,0
feature_drift-00142,feature_drift,val,25,177,80.85,4,0.154,2,0.5755,0,1
feature_drift-00143,feature_drift,train,72,370,79.15,1,0.4253,1,0.5247,0,1
feature_drift-00144,feature_drift,train,47,309,120.13,2,0.3653,2,0.3912,0,1
feature_drift-00145,feature_drift,val,64,82,160.42,2,0.2467,1,0.6659,1,1
feature_drift-00146,feature_drift,train,71,978,105.87,0,0.2968,2,0.4801,1,1
feature_drift-00147,feature_drift,train,22,307,80.95,2,0.0868,3,0.4166,0,1
feature_drift-00148,feature_drift,train,69,405,148.25,2,0.3256,1,0.5084,0,1
feature_drift-00149,feature_drift,train,34,140,133.59,2,0.283,4,0.2098,1,1
feature_drift-00150,feature_drift,train,57,372,80.29,2,0.4518,2,0.1936,0,1
feature_drift-00151,feature_drift,train,44,646,142.06,2,0.0,1,0.5251,0,1
feature_drift-00152,feature_drift,train,56,17,108.85,1,0.4349,1,0.4267,0,1
feature_drift-00153,feature_drift,train,46,824,30.84,1,0.2668,3,0.336,0,1
feature_drift-00154,feature_drift,train,66,89,90.68,0,0.0876,5,0.758,0,0
feature_drift-00155,feature_drift,test,72,258,33.46,1,0.2472,4,0.7093,1,0
feature_drift-00156,feature_drift,train,57,15,74.44,5,0.0466,3,0.4713,1,1
feature_drift-00157,feature_drift,val,41,116,68.97,0,0.2369,0,0.2366,0,1
feature_drift-00158,feature_drift,train,54,754,79.58,3,0.4052,1,0.5865,1,1
feature_drift-00159,feature_drift,train,27,73,110.36,2,0.4373,1,0.3922,1,1
feature_drift-00160,feature_drift,train,41,14,75.76,3,0.2465,2,0.3959,1,1
feature_drift-00161,feature_drift,train,61,19,49.75,0,0.0,2,0.6271,1,1
feature_drift-00162,feature_drift,train,41,249,157.17,2,0.1823,2,0.7361,0,1
feature_drift-00163,feature_drift,train,75,642,47.28,2,0.1808,1,0.8401,0,1
feature_drift-00164,feature_drift,train,46,16,43.5,1,0.0,2,0.1046,0,1
feature_drift-00165,feature_drift,train,69,247,44.52,2,0.126,2,0.3057,0,1
feature_drift-00166,feature_drift,train,69,971,164.05,1,0.2912,3,0.5117,0,1
feature_drift-00167,feature_drift,train,31,78,64.16,0,0.3526,1,0.1664,0,1
feature_drift-00168,feature_drift,train,55,390,66.57,3,0.3742,1,0.6699,0,1
feature_drift-00169,feature_drift,train,73,300,30.01,1,0.3766,0,0.4162,0,1
feature_drift-00170,feature_drift,train,65,49,142.96,2,0.2765,3,0.242,1,1
feature_drift-00171,feature_drift,train,46,179,101.34,1,0.3094,3,0.5286,1,1
feature_drift-00172,feature_drift,val,47,497,39.49,1,0.187,0,0.5181,0,1
feature_drift-00173,feature_drift,val,64,842,63.58,3,0.2094,0,0.4443,0,1
feature_drift-00174,feature_drift,train,49,354,52.06,1,0.3,1,0.2414,0,1
feature_drift-00175,feature_drift,train,49,48,57.97,1,0.2529,2,0.3337,0,1
feature_drift-00176,feature_drift,val,58,951,100.95,1,0.1403,3,0.2442,1,1
feature_drift-00177,feature_drift,test,75,1416,122.14,3,0.2752,2,0.0945,1,1
feature_drift-00178,feature_drift,val,58,387,111.77,2,0.0298,3,0.3059,0,1
feature_drift-00179,feature_drift,train,47,600,70.65,1,0.2823,3,0.418,0,1
feature_drift-00180,feature_drift,train,30,335,73.6,2,0.2127,2,0.1099,1,1
feature_drift-00181,feature_drift,train,34,301,24.81,0,0.2991,2,0.5902,1,1
feature_drift-00182,feature_drift,val,71,4,127.79,2,0.4102,0,0.2664,0,1
feature_drift-00183,feature_drift,train,66,224,53.94,1,0.2021,3,0.5838,0,0
feature_drift-00184,feature_drift,test,31,311,31.11,5,0.2866,0,0.0,0,1
feature_drift-00185,feature_drift,train,38,352,158.11,2,0.2916,0,0.2268,1,1
feature_drift-00186,feature_drift,test,56,493,61.25,0,0.1678,3,0.4312,0,1
feature_drift-00187,feature_drift,train,55,576,54.85,2,0.0996,2,0.1871,1,1
feature_drift-00188,feature_drift,train,39,537,106.7,1,0.1191,1,0.3833,0,1
feature_drift-00189,feature_drift,train,58,1058,103.87,1,0.0854,0,0.5093,1,1
feature_drift-00190,feature_drift,train,34,150,53.15,2,0.2751,3,0.4361,0,1
feature_drift-00191,feature_drift,train,70,370,45.95,2,0.5129,1,0.3482,1,1
feature_drift-00192,feature_drift,train,75,1345,74.85,2,0.0,2,0.5832,0,0
feature_drift-00193,feature_drift,val,33,87,136.23,2,0.1532,4,0.5511,0,1
feature_drift-00194,feature_drift,train,57,1422,91.57,2,0.2835,2,0.6085,0,1
feature_drift-00195,feature_drift,val,50,89,96.88,1,0.2705,4,0.3177,1,1
feature_drift-00196,feature_drift,train,34,459,64.35,2,0.0669,3,0.5188,0,1
feature_drift-00197,feature_drift,val,54,113,126.6,1,0.1088,0,0.5205,0,1
feature_drift-00198,feature_drift,train,60,764,45.2,2,0.1719,2,0.5767,0,1
feature_drift-00199,feature_drift,test,47,568,120.66,1,0.1052,3,0.4173,1,1
feature_drift-00200,feature_drift,train,61,153,85.63,2,0.4177,2,0.0,1,1
feature_drift-00201,feature_drift,train,73,648,111.9,2,0.24,4,0.4892,0,0
feature_drift-00202,feature_drift,train,39,26,178.71,6,0.1926,2,0.2099,1,1
feature_drift-00203,feature_drift,test,38,32,59.05,0,0.177,3,0.7801,1,0
feature_drift-00204,feature_drift,val,72,56,66.67,0,0.2134,6,0.5508,0,0
feature_drift-00205,feature_drift,train,63,1399,113.46,1,0.2736,3,0.4526,1,0
feature_drift-00206,feature_drift,train,74,1457,39.7,2,0.4359,2,0.7291,0,0
feature_drift-00207,feature_drift,train,62,31,124.19,2,0.2113,2,0.3753,0,1
feature_drift-00208,feature_drift,train,33,3,83.74,0,0.0812,1,0.0021,0,1
feature_drift-00209,feature_drift,test,51,160,60.33,0,0.4909,6,0.7208,0,0
feature_drift-00210,feature_drift,train,60,410,95.13,1,0.225,0,0.3492,1,1
feature_drift-00211,feature_drift,train,39,197,118.77,1,0.2975,4,0.2546,0,1
feature_drift-00212,feature_drift,train,29,30,140.56,0,0.1749,1,0.4108,0,1
feature_drift-00213,feature_drift,train,60,206,63.83,3,0.3103,7,0.6007,0,0
feature_drift-00214,feature_drift,train,30,142,60.73,1,0.3635,2,0.4985,0,1
feature_drift-00215,feature_drift,train,74,540,65.39,1,0.2357,1,0.2784,0,1
feature_drift-00216,feature_drift,train,62,45,74.41,3,0.2317,1,0.4381,0,1
feature_drift-00217,feature_drift,train,64,346,59.27,1,0.0386,2,0.4792,0,1
feature_drift-00218,feature_drift,test,72,1369,56.3,2,0.2832,4,0.1128,0,1
feature_drift-00219,feature_drift,train,71,330,102.28,1,0.399,2,0.2306,1,1
feature_drift-00220,feature_drift,val,46,717,89.19,1,0.44,4,0.5134,1,1
feature_drift-00221,feature_drift,train,39,80,74.01,1,0.4781,2,0.4137,1,1
feature_drift-00222,feature_drift,train,36,56,53.07,3,0.1993,0,0.4586,0,1
feature_drift-00223,feature_drift,train,60,157,135.3,0,0.3852,0,0.4336,0,1
feature_drift-00224,feature_drift,train,34,491,94.84,2,0.1059,5,0.4152,0,1
feature_drift-00225,feature_drift,val,58,111,54.86,1,0.067,0,0.1968,1,1
feature_drift-00226,feature_drift,train,44,132,65.79,0,0.0463,3,0.3873,0,1
feature_drift-00227,feature_drift,train,31,494,41.38,2,0.1685,4,0.3874,0,1
feature_drift-00228,feature_drift,train,55,1051,124.83,0,0.0,3,0.2632,0,1
feature_drift-00229,feature_drift,test,26,686,47.35,1,0.382,4,0.3754,0,1
feature_drift-00230,feature_drift,train,71,176,63.08,1,0.2314,2,0.0106,1,1
feature_drift-00231,feature_drift,train,34,569,102.07,1,0.1844,2,0.4232,1,1
feature_drift-00232,feature_drift,train,61,41,156.39,3,0.4147,1,0.2332,1,1
feature_drift-00233,feature_drift,train,50,133,130.98,1,0.2878,4,0.359,0,1
feature_drift-00234,feature_drift,train,69,67,99.11,3,0.2608,1,0.304,0,1
feature_drift-00235,feature_drift,val,61,243,94.25,2,0.2281,2,0.3036,0,1
feature_drift-00236,feature_drift,val,62,89,130.34,1,0.0981,3,0.5228,1,1
feature_drift-00237,feature_drift,test,49,913,61.83,1,0.0,2,0.0,0,1
feature_drift-00238,feature_drift,val,42,30,75.18,0,0.0191,4,0.0891,0,1
feature_drift-00239,feature_drift,test,23,212,81.31,1,0.408,2,0.3493,1,1
feature_drift-00240,feature_drift,test,73,75,60.83,2,0.2012,3,0.5412,0,1
feature_drift-00241,feature_drift,val,50,69,70.56,0,0.4816,3,0.3503,1,1
feature_drift-00242,feature_drift,train,53,316,40.95,1,0.2573,1,0.439,0,1
feature_drift-00243,feature_drift,train,70,1083,39.55,1,0.3266,1,0.2711,0,1
feature_drift-00244,feature_drift,train,44,27,92.67,0,0.4511,1,0.4104,1,1
feature_drift-00245,feature_drift,train,20,349,28.34,0,0.2463,1,0.4728,0,1
feature_drift-00246,feature_drift,train,57,381,124.67,0,0.1607,0,0.3115,0,1
feature_drift-00247,feature_drift,train,28,939,52.32,1,0.2309,1,0.6611,1,1
feature_drift-00248,feature_drift,train,61,743,71.9,2,0.4176,2,0.321,0,1
feature_drift-00249,feature_drift,train,57,643,41.29,0,0.2243,3,0.4412,1,1
feature_drift-00250,feature_drift,train,51,1054,89.96,1,0.1262,1,0.108,0,1
feature_drift-00251,feature_drift,train,42,259,110.69,2,0.0688,3,0.3809,0,1
feature_drift-00252,feature_drift,train,46,362,102.91,0,0.174,6,0.2139,1,1
feature_drift-00253,feature_drift,test,28,626,64.79,3,0.1474,2,0.1773,0,1
feature_drift-00254,feature_drift,train,71,158,32.16,2,0.3179,2,0.1877,0,1
feature_drift-00255,feature_drift,train,33,23,58.5,0,0.365,2,0.6808,0,1
feature_drift-00256,feature_drift,train,47,35,93.88,1,0.2925,2,0.5789,0,1
feature_drift-00257,feature_drift,train,23,1376,83.98,3,0.4649,1,0.5041,0,0
feature_drift-00258,feature_drift,test,49,2308,129.52,1,0.2007,4,0.4096,1,0
feature_drift-00259,feature_drift,train,71,327,65.04,1,0.5069,2,0.2062,0,1
feature_drift-00260,feature_drift,val,72,1064,124.36,0,0.2112,1,0.2279,0,1
feature_drift-00261,feature_drift,test,51,577,68.9,0,0.3902,3,0.6044,0,0
feature_drift-00262,feature_drift,test,73,143,145.99,2,0.0,2,0.0,0,1
feature_drift-00263,feature_drift,train,21,138,39.15,2,0.2008,2,0.153,0,1
feature_drift-00264,feature_drift,train,55,514,107.61,1,0.1609,2,0.4284,1,1
feature_drift-00265,feature_drift,val,63,169,50.41,0,0.1553,1,0.5486,1,1
feature_drift-00266,feature_drift,train,42,651,54.73,4,0.2453,2,0.5302,0,1
feature_drift-00267,feature_drift,test,47,5,87.0,2,0.3235,2,0.2579,0,1
feature_drift-00268,feature_drift,test,26,202,69.51,0,0.0,1,0.0,1,1
feature_drift-00269,feature_drift,train,45,150,120.06,1,0.4502,2,0.3313,0,1
feature_drift-00270,feature_drift,train,23,585,126.82,2,0.273,2,0.3984,0,1
feature_drift-00271,feature_drift,train,67,87,121.36,1,0.1456,2,0.5931,0,1
feature_drift-00272,feature_drift,train,35,163,78.21,2,0.5311,2,0.3329,0,1
feature_drift-00273,feature_drift,train,33,818,42.62,1,0.3436,1,0.4316,1,1
feature_drift-00274,feature_drift,train,18,413,74.74,4,0.4184,2,0.5724,0,1
feature_drift-00275,feature_drift,test,20,309,126.99,2,0.2102,2,0.5052,1,1
feature_drift-00276,feature_drift,train,67,579,60.17,2,0.3964,5,0.3868,0,1
feature_drift-00277,feature_drift,train,39,430,71.63,0,0.2481,2,0.365,1,1
feature_drift-00278,feature_drift,train,30,425,71.57,1,0.1661,1,0.8062,0,1
feature_drift-00279,feature_drift,train,75,126,76.63,4,0.2888,0,0.6743,0,1
feature_drift-00280,feature_drift,test,27,493,66.23,0,0.0,2,0.1583,1,1
feature_drift-00281,feature_drift,train,23,1177,55.87,3,0.1024,3,0.249,0,1
feature_drift-00282,feature_drift,val,46,237,96.29,1,0.4157,0,0.2543,1,1
feature_drift-00283,feature_drift,val,19,404,65.99,2,0.4138,0,0.2628,0,1
feature_drift-00284,feature_drift,train,55,489,82.57,0,0.4505,0,0.4076,0,1
feature_drift-00285,feature_drift,train,26,122,130.54,1,0.1481,2,0.5108,0,1
feature_drift-00286,feature_drift,train,20,8,111.05,0,0.3657,1,0.704,0,1
feature_drift-00287,feature_drift,train,70,625,80.47,1,0.3676,1,0.0,1,1
feature_drift-00288,feature_drift,train,25,65,69.26,1,0.2751,1,0.4883,0,1
feature_drift-00289,feature_drift,train,46,202,109.19,4,0.1351,5,0.4936,1,1
feature_drift-00290,feature_drift,train,73,103,50.59,1,0.2857,0,0.0513,0,1
feature_drift-00291,feature_drift,test,74,167,75.95,1,0.334,1,0.6999,0,1
feature_drift-00292,feature_drift,train,53,637,141.26,2,0.0553,1,0.6856,0,1
feature_drift-00293,feature_drift,train,67,355,114.77,2,0.0,2,0.0,0,1
feature_drift-00294,feature_drift,train,72,96,133.37,0,0.1084,4,0.4319,0,1
feature_drift-00295,feature_drift,train,56,347,58.45,3,0.3238,3,0.4742,1,1
feature_drift-00296,feature_drift,val,30,120,99.41,0,0.504,2,0.1495,0,1
feature_drift-00297,feature_drift,train,35,656,72.08,1,0.2002,3,0.4509,0,1
feature_drift-00298,feature_drift,train,64,318,40.48,1,0.588,3,0.2728,0,1
feature_drift-00299,feature_drift,val,73,814,77.53,1,0.2141,1,0.4024,0,1
feature_drift-00300,feature_drift,test,26,602,73.86,2,0.0432,3,0.3209,0,1
feature_drift-00301,feature_drift,train,68,443,94.93,2,0.3293,3,0.5284,1,1
feature_drift-00302,feature_drift,train,54,390,54.53,2,0.0,0,0.477,1,1
feature_drift-00303,feature_drift,test,34,684,68.77,1,0.1697,1,0.4255,0,1
feature_drift-00304,feature_drift,train,64,34,55.31,3,0.1514,0,0.3573,1,1
feature_drift-00305,feature_drift,train,20,62,95.27,0,0.201,3,0.0106,0,1
feature_drift-00306,feature_drift,val,27,292,73.32,1,0.0,0,0.1178,1,1
feature_drift-00307,feature_drift,train,59,48,67.44,0,0.2256,2,0.4277,0,1
feature_drift-00308,feature_drift,test,23,218,74.07,1,0.111,2,0.4874,1,1
feature_drift-00309,feature_drift,train,63,62,41.75,1,0.2269,1,0.3117,0,1
feature_drift-00310,feature_drift,train,55,113,81.36,2,0.2768,2,0.3391,1,1
feature_drift-00311,feature_drift,train,52,7,127.51,1,0.4166,5,0.3118,0,1
feature_drift-00312,feature_drift,train,45,2147,82.21,3,0.2009,0,0.183,0,1
feature_drift-00313,feature_drift,train,38,215,83.92,1,0.4556,4,0.2427,1,1
feature_drift-00314,feature_drift,test,49,575,101.01,0,0.3251,1,0.5656,1,1
feature_drift-00315,feature_drift,train,75,16,124.31,4,0.1958,2,0.2581,0,1
feature_drift-00316,feature_drift,test,58,511,66.56,0,0.3631,4,0.5527,0,0
feature_drift-00317,feature_drift,train,63,461,67.93,2,0.42,4,0.4003,0,1
feature_drift-00318,feature_drift,train,67,178,98.14,0,0.4283,1,0.3198,0,1
feature_drift-00319,feature_drift,train,63,472,68.77,2,0.2617,3,0.6483,1,1
feature_drift-00320,feature_drift,test,54,369,36.41,4,0.1821,3,0.5571,1,1
feature_drift-00321,feature_drift,train,68,136,77.3,1,0.2918,3,0.0,0,1
feature_drift-00322,feature_drift,train,66,73,88.13,1,0.3284,1,0.4209,1,1
feature_drift-00323,feature_drift,test,38,54,63.82,1,0.0,3,0.2578,0,1
feature_drift-00324,feature_drift,val,74,194,68.29,0,0.3016,1,0.4613,0,1
